source_pricelist,source_page,source_line,section,context,product_name,article_number,dimensions_mm,weight_kg,price_eur_ex_vat,eur_usd_rate,price_usd_ex_vat,price_usd_rounded,retail_suffix_note,new_product_marker,raw_line
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,14,77,BATTERIES,GEL Deep Cycle (C20 capacity),12V/130Ah Gel Deep Cycle Batt.,BAT412121104,410 x 176 x 227,180.0,358.00,1.1461,410.30,410,,,"12V/130Ah Gel Deep Cycle Batt. BAT412121104 410 x 176 x 227 √ √ 38 500 / 180 € 358,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,14,78,BATTERIES,GEL Deep Cycle (C20 capacity),12V/165Ah Gel Deep Cycle Batt.,BAT412151104,485 x 172 x 240,200.0,461.00,1.1461,528.35,528,,,"12V/165Ah Gel Deep Cycle Batt. BAT412151104 485 x 172 x 240 √ √ 48 550 / 200 € 461,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,14,79,BATTERIES,GEL Deep Cycle (C20 capacity),12V/220Ah Gel Deep Cycle Batt.,BAT412201104,522 x 238 x 240,220.0,564.00,1.1461,646.40,646,,,"AGM Telecom Battery 12V/220Ah Gel Deep Cycle Batt. BAT412201104 522 x 238 x 240 √ √ 66 600 / 220 € 564,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,14,80,BATTERIES,GEL Deep Cycle (C20 capacity),12V/265Ah Gel Deep Cycle Batt. (M8),BAT412126101,520 x 268 x 223,250.0,745.00,1.1461,853.84,854,,,"12V/265Ah Gel Deep Cycle Batt. (M8) BAT412126101 520 x 268 x 223 √ √ 75 650 / 250 € 745,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,14,83,BATTERIES,Lead Carbon Battery with threaded insert terminals,Lead Carbon Battery 12V/106Ah (M8),BAT612110081,410 x 180 x 210,36.0,336.00,1.1461,385.09,385,,,"Lead Carbon Battery 12V/106Ah (M8) BAT612110081 410 x 180 x 210 √ 36 € 336,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,14,84,BATTERIES,Lead Carbon Battery with threaded insert terminals,Lead Carbon Battery 12V/160Ah (M8),BAT612116081,532 x 207 x 226,55.0,503.00,1.1461,576.49,576,,,"Lead Carbon Battery 12V/160Ah (M8) BAT612116081 532 x 207 x 226 √ 55 € 503,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,7,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 battery 12.8V/50Ah - Smart,BAT512050610,199 x 187 x 147,7.0,444.00,1.1461,508.87,509,,,"LiFePO4 battery 12.8V/50Ah - Smart BAT512050610 199 x 187 x 147 √ 7,0 € 444,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,8,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 battery 12.8V/100Ah - Smart,BAT512110610,197 x 321 x 152,14.0,729.00,1.1461,835.51,836,,,"LiFePO4 battery 12.8V/100Ah - Smart BAT512110610 197 x 321 x 152 √ 14 € 729,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,9,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 battery 12.8V/100Ah NG,BAT512110620,235 x 197 x 160,9.5,624.00,1.1461,715.17,715,,,"LiFePO4 battery 12.8V/100Ah NG BAT512110620 235 x 197 x 160 √ 9,5 € 624,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,10,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 battery 12.8V/150Ah NG,BAT512115620,205 x 250 x 205,15.0,766.00,1.1461,877.91,878,,,"LiFePO4 battery 12.8V/150Ah NG BAT512115620 205 x 250 x 205 √ 15 € 766,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,11,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 battery 12.8V/180Ah - Smart,BAT512118610,237 x 321 x 152,21.0,791.00,1.1461,906.57,907,,,"LiFePO4 battery 12.8V/180Ah - Smart BAT512118610 237 x 321 x 152 √ 21 € 791,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,12,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 Battery 12.8V/200Ah - Smart,BAT512120610,237 x 321 x 152,20.0,1068.00,1.1461,1224.03,1224,,,"LiFePO4 Battery 12.8V/200Ah - Smart BAT512120610 237 x 321 x 152 √ 20 € 1.068,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,13,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 Battery 12.8V/200Ah NG,BAT512120620,235 x 341 x 160,18.0,1015.00,1.1461,1163.29,1163,,,"LiFePO4 Battery 12.8V/200Ah NG BAT512120620 235 x 341 x 160 √ 18 € 1.015,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,14,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 Battery 12.8V/300Ah NG,BAT512130620,206 x 447 x 205,28.0,1589.00,1.1461,1821.15,1821,,,"LiFePO4 Battery 12.8V/300Ah NG BAT512130620 206 x 447 x 205 √ 28 € 1.589,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,15,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 Battery 25.6V/100Ah - Smart,BAT524110610,197 x 650 x 163,27.0,1340.00,1.1461,1535.77,1536,,,"LiFePO4 Battery 25.6V/100Ah - Smart BAT524110610 197 x 650 x 163 √ 27 € 1.340,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,16,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 Battery 25.6V/100Ah NG,BAT524110620,235 x 341 x 160,19.0,1120.00,1.1461,1283.63,1284,,,"LiFePO4 Battery 25.6V/100Ah NG BAT524110620 235 x 341 x 160 √ 19 € 1.120,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,17,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 Battery 25.6V/200Ah - Smart-a,BAT524120610,237 x 650 x 163,38.0,2043.00,1.1461,2341.48,2341,,,"LiFePO4 Battery 25.6V/200Ah - Smart-a BAT524120610 237 x 650 x 163 √ 38 € 2.043,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,18,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 Battery 25.6V/200Ah NG,BAT524120620,235 x 648 x 162,37.0,1941.00,1.1461,2224.58,2225,,,"VE.Bus BMS LiFePO4 Battery 25.6V/200Ah NG BAT524120620 235 x 648 x 162 √ 37 € 1.941,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,19,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 Battery 25.6V/300Ah NG,BAT524130620,206 x 841 x 205,55.0,2695.00,1.1461,3088.74,3089,,,"LiFePO4 Battery 25.6V/300Ah NG BAT524130620 206 x 841 x 205 √ 55 € 2.695,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,20,LITHIUM (LiFePO4) BATTERIES,,LiFePO4 Battery 51.2V/100Ah NG,BAT548110620,235 x 648 x 162,37.0,2135.00,1.1461,2446.92,2447,,,"LiFePO4 Battery 51.2V/100Ah NG BAT548110620 235 x 648 x 162 √ 37 € 2.135,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,22,LITHIUM (LiFePO4) BATTERIES,,VE.Bus BMS,BMS300200000,30 x 105 x 72,0.2,125.00,1.1461,143.26,143,,,"VE.Bus BMS BMS300200000 30 x 105 x 72 √ 0,2 € 125,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,23,LITHIUM (LiFePO4) BATTERIES,,VE.Bus BMS V2,BMS300200200,24 x 95 x 106,0.2,166.00,1.1461,190.25,190,,,"VE.Bus BMS V2 BMS300200200 24 x 95 x 106 √ 0,2 € 166,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,24,LITHIUM (LiFePO4) BATTERIES,,VE.Bus BMS NG,BMS300200300,24 x 95 x 106,0.2,158.00,1.1461,181.08,181,,,"VE.Bus BMS NG BMS300200300 24 x 95 x 106 √ 0,2 € 158,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,25,LITHIUM (LiFePO4) BATTERIES,,smallBMS,BMS400100000,43 x 106 x 23,0.1,52.00,1.1461,59.60,60,,,"VE.Bus BMS V2 smallBMS BMS400100000 43 x 106 x 23 √ 0,1 € 52,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,26,LITHIUM (LiFePO4) BATTERIES,,smallBMS NG,BMS400100300,43 x 106 x 23,0.1,86.00,1.1461,98.56,99,,,"smallBMS NG BMS400100300 43 x 106 x 23 √ 0,1 € 86,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,28,LITHIUM (LiFePO4) BATTERIES,,Inverting remote on-off cable,ASS030550120,,,16.00,1.1461,18.34,18,,,"Inverting remote on-off cable ASS030550120 √ € 16,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,29,LITHIUM (LiFePO4) BATTERIES,,Non-inverting remote on-off cable,ASS030550220,,,16.00,1.1461,18.34,18,,,"Non-inverting remote on-off cable ASS030550220 √ € 16,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,30,LITHIUM (LiFePO4) BATTERIES,,SolidSwitch 104,BMS800200104,23 x 67 x 58,,42.00,1.1461,48.14,48,,,"SolidSwitch 104 BMS800200104 23 x 67 x 58 √ € 42,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,31,LITHIUM (LiFePO4) BATTERIES,,VE.Bus BMS to BMS 12-200 alternator control cable,ASS030510120,,,33.00,1.1461,37.82,38,,,"smallBMS VE.Bus BMS to BMS 12-200 alternator control cable ASS030510120 √ € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,33,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-load 12/24V-120A,CYR010120450,46 x 46 x 80,0.1,70.00,1.1461,80.23,80,,,"Cyrix-Li-load 12/24V-120A CYR010120450 46 x 46 x 80 √ 0,1 € 70,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,34,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-load 24/48V-120A,CYR020120450,46 x 46 x 80,0.1,70.00,1.1461,80.23,80,,,"Cyrix-Li-load 24/48V-120A CYR020120450 46 x 46 x 80 √ 0,1 € 70,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,35,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-Charge 12/24V-120A,CYR010120430,46 x 46 x 80,0.1,81.00,1.1461,92.83,93,,,"Cyrix-Li-Charge 12/24V-120A CYR010120430 46 x 46 x 80 √ 0,1 € 81,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,36,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-Charge 24/48V-120A,CYR020120430,46 x 46 x 80,0.1,81.00,1.1461,92.83,93,,,"Cyrix-Li-Charge 24/48V-120A CYR020120430 46 x 46 x 80 √ 0,1 € 81,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,37,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-ct 12/24V-120A combiner,CYR010120412,46 x 46 x 80,0.1,81.00,1.1461,92.83,93,,,"Cyrix-Li-ct 12/24V-120A combiner CYR010120412 46 x 46 x 80 √ 0,1 € 81,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,39,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-load 12/24V-230A,CYR010230450,65 x 100 x 50,0.3,173.00,1.1461,198.28,198,,,"Cyrix-Li-load 12/24V-230A CYR010230450 65 x 100 x 50 √ 0,3 € 173,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,40,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-load 24/48V-230A,CYR020230450,65 x 100 x 50,0.3,173.00,1.1461,198.28,198,,,"Cyrix-Li-load 24/48V-230A CYR020230450 65 x 100 x 50 √ 0,3 € 173,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,41,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-Charge 12/24V-230A,CYR010230430,65 x 100 x 50,0.3,173.00,1.1461,198.28,198,,,"Cyrix-Li-Charge 12/24V-230A CYR010230430 65 x 100 x 50 √ 0,3 € 173,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,42,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-Charge 24/48V-230A,CYR020230430,65 x 100 x 50,0.3,173.00,1.1461,198.28,198,,,"BMS 12/200 Cyrix-Li-Charge 24/48V-230A CYR020230430 65 x 100 x 50 √ 0,3 € 173,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,43,LITHIUM (LiFePO4) BATTERIES,,Cyrix-Li-ct 12/24V-230A combiner,CYR010230412,65 x 100 x 50,0.3,173.00,1.1461,198.28,198,,,"Cyrix-Li-ct 12/24V-230A combiner CYR010230412 65 x 100 x 50 √ 0,3 € 173,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,45,LITHIUM (LiFePO4) BATTERIES,,Smart BMS 12/200,BMS210055000,65 x 120 x 340,1.8,249.00,1.1461,285.38,285,,,"Smart BMS 12/200 BMS210055000 65 x 120 x 340 √ 1,8 € 249,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,46,LITHIUM (LiFePO4) BATTERIES,,Smart BMS CL 12/100,BMS110022000,65 x 120 x 224,1.6,145.00,1.1461,166.18,166,,,"Smart BMS CL 12/100 BMS110022000 65 x 120 x 224 √ 1,6 € 145,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,47,LITHIUM (LiFePO4) BATTERIES,,Cable for Smart BMS CL 12/100,ASS070200100,,,16.00,1.1461,18.34,18,,,"Cable for Smart BMS CL 12/100 ASS070200100 √ € 16,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,51,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,Victron Peak Power Pack 12.8V/20Ah 256Wh,PPP012020000,132 x 190 x 172,3.8,407.00,1.1461,466.46,466,,,"12,8V/20Ah Victron Peak Power Pack 12.8V/20Ah 256Wh PPP012020000 132 x 190 x 172 √ 3,8 € 407,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,52,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,Victron Peak Power Pack 12.8V/30Ah 384Wh,PPP012030000,172 x 190 x 172,5.4,565.00,1.1461,647.55,648,,,"Victron Peak Power Pack 12.8V/30Ah 384Wh PPP012030000 172 x 190 x 172 √ 5,4 € 565,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,53,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,Victron Peak Power Pack 12.8V/40Ah 512Wh,PPP012040000,212 x 190 x 172,8.6,706.00,1.1461,809.15,809,,,"Victron Peak Power Pack 12.8V/40Ah 512Wh PPP012040000 212 x 190 x 172 √ 8,6 € 706,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,55,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,Lithium SuperPack 12.8V/20Ah (M5),BAT512020705,167 x 181 x 77,3.5,182.00,1.1461,208.59,209,,,"Lithium SuperPack 12.8V/20Ah (M5) BAT512020705 167 x 181 x 77 √ 3,5 € 182,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,56,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,Lithium SuperPack 12.8V/60Ah (M6),BAT512060705,213 x 229 x 138,9.5,411.00,1.1461,471.05,471,,,"Lithium SuperPack 12.8V/60Ah (M6) BAT512060705 213 x 229 x 138 √ 9,5 € 411,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,57,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,Lithium SuperPack 12.8V/100Ah-a (M8),BAT512110712,220 x 330 x 172,14.0,545.00,1.1461,624.62,625,,,"Lithium SuperPack Lithium SuperPack 12.8V/100Ah-a (M8) BAT512110712 220 x 330 x 172 √ 14 € 545,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,58,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,"Lithium SuperPack 12,8V/100Ah NG",BAT512110740,273 x 173 x 173,11.0,700.00,1.1461,802.27,802,,yes,"12,8V/60Ah Lithium SuperPack 12,8V/100Ah NG BAT512110740 273 x 173 x 173 √  11 April € 700,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,59,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,Lithium SuperPack 12.8V/200Ah (M8),BAT512120705,208 x 520 x 269,21.0,960.00,1.1461,1100.26,1100,,,"Lithium SuperPack 12.8V/200Ah (M8) BAT512120705 208 x 520 x 269 √ 21 € 960,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,60,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,"Lithium SuperPack 12,8V/200Ah NG",BAT512120740,466 x 198 x 173,21.0,1143.00,1.1461,1309.99,1310,,yes,"Lithium SuperPack 12,8V/200Ah NG BAT512120740 466 x 198 x 173 √  21 April € 1.143,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,61,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,Lithium SuperPack 25.6V/50Ah (M8)),BAT524050705,220 x 330 x 172,14.0,779.00,1.1461,892.81,893,,,"Lithium SuperPack 25.6V/50Ah (M8)) BAT524050705 220 x 330 x 172 √ 14 € 779,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,62,LITHIUM (LiFePO4) BATTERIES,Peak Power Pack,"Lithium SuperPack 25,6V/100Ah NG",BAT524110740,466 x 198 x 173,21.0,1262.00,1.1461,1446.38,1446,,yes,"Lithium SuperPack 25,6V/100Ah NG BAT524110740 466 x 198 x 173 √  21 April € 1.262,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,65,LITHIUM (LiFePO4) BATTERIES,Lithium SuperPack,Lithium NG Service Tool USB-A,ASS032300010,,,48.00,1.1461,55.01,55,,yes,"12,8V/100Ah NG Lithium NG Service Tool USB-A ASS032300010  € 48,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,15,66,LITHIUM (LiFePO4) BATTERIES,Lithium SuperPack,Lithium NG Service Tool USB-C,ASS032300030,,,48.00,1.1461,55.01,55,,yes,"Lithium NG Service Tool USB-C ASS032300030  € 48,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,7,SOLAR PANELS,,20W-12V Mono 440×350×25mm series 4a* (min 5pcs),SPM040201200,,1.9,29.00,1.1461,33.24,33,,,"20W-12V Mono 440×350×25mm series 4a* (min 5pcs) SPM040201200 √ 36 1,9 € 29,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,8,SOLAR PANELS,,30W-12V Mono 560×350×25mm series 4a* (min 5pcs),SPM040301200,,2.2,34.00,1.1461,38.97,39,,,"30W-12V Mono 560×350×25mm series 4a* (min 5pcs) SPM040301200 √ 36 2,2 € 34,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,9,SOLAR PANELS,,30W-12V Mono 380x450x25mm series 4c (min 5pcs),SPM040303603,,1.8,34.00,1.1461,38.97,39,,,"30W-12V Mono 380x450x25mm series 4c (min 5pcs) SPM040303603 √ 36 1,8 € 34,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,10,SOLAR PANELS,,40W-12V Mono 425×668×25mm series 4a* (min 5pcs),SPM040401200,,3.1,43.00,1.1461,49.28,49,,,"40W-12V Mono 425×668×25mm series 4a* (min 5pcs) SPM040401200 √ 36 3,1 € 43,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,11,SOLAR PANELS,,55W-12V Mono 545×668×25mm series 4a* (min 5pcs),SPM040551200,,4.0,57.00,1.1461,65.33,65,,,"55W-12V Mono 545×668×25mm series 4a* (min 5pcs) SPM040551200 √ 36 4,0 € 57,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,12,SOLAR PANELS,,55W-12V Mono 715x445x25mm series 4c (min 5pcs),SPM040553603,,3.4,57.00,1.1461,65.33,65,,,"55W-12V Mono 715x445x25mm series 4c (min 5pcs) SPM040553603 √ 36 3,4 € 57,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,13,SOLAR PANELS,,90W-12V Mono 780×668×30mm series 4a (min 4pcs),SPM040901200,,6.1,86.00,1.1461,98.56,99,,,"90W-12V Mono 780×668×30mm series 4a (min 4pcs) SPM040901200 √ 36 6,1 € 86,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,14,SOLAR PANELS,,95W-12V Mono 770x668×30mm series 4c (min 4pcs),SPM040953003,,5.4,86.00,1.1461,98.56,99,,,"95W-12V Mono 770x668×30mm series 4c (min 4pcs) SPM040953003 √ 36 5,4 € 86,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,15,SOLAR PANELS,,130W-12V Mono 1200x668x30mm series 4a (min 4pcs),SPM041301200,,8.0,109.00,1.1461,124.92,125,,,"Monocrystalline panel 130W-12V Mono 1200x668x30mm series 4a (min 4pcs) SPM041301200 √ 36 8,0 € 109,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,16,SOLAR PANELS,,150W-12V Mono 1485x668x30mm series 4a (min 4pcs),SPM041501200,,9.0,109.00,1.1461,124.92,125,,,"150W-12V Mono 1485x668x30mm series 4a (min 4pcs) SPM041501200 √ 36 9,0 € 109,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,17,SOLAR PANELS,,185W-12V Mono 1485x668x30mm series 4a (min 4pcs),SPM041851200,,11.0,127.00,1.1461,145.55,146,,,"185W-12V Mono 1485x668x30mm series 4a (min 4pcs) SPM041851200 √ 36 11 € 127,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,18,SOLAR PANELS,,215W-24V Mono 1580x705x35mm series 4b (min 4pcs),SPM042152402,,12.0,154.00,1.1461,176.50,176,,,"215W-24V Mono 1580x705x35mm series 4b (min 4pcs) SPM042152402 √ 72 12 € 154,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,19,SOLAR PANELS,,345W-24V Mono 1870x880x35mm series 4c (min 4pcs),SPM043456803,,17.0,221.00,1.1461,253.29,253,,,"345W-24V Mono 1870x880x35mm series 4c (min 4pcs) SPM043456803 √ 68 17 € 221,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,20,SOLAR PANELS,,365W-24V Mono 1980x880x35mm series 4c (min 4pcs),SPM043657203,,18.0,212.00,1.1461,242.97,243,,,"365W-24V Mono 1980x880x35mm series 4c (min 4pcs) SPM043657203 √ 72 18 € 212,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,22,SOLAR PANELS,,20W-12V Poly 440×350×25mm series 4a* (min 5pcs),SPP040201200,,1.9,28.00,1.1461,32.09,32,,,"20W-12V Poly 440×350×25mm series 4a* (min 5pcs) SPP040201200 √ 36 1,9 € 28,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,23,SOLAR PANELS,,30W-12V Poly 665×350×25mm series 4a* (min 5pcs),SPP040301200,,2.8,33.00,1.1461,37.82,38,,,"30W-12V Poly 665×350×25mm series 4a* (min 5pcs) SPP040301200 √ 36 2,8 € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,24,SOLAR PANELS,,45W-12V Poly 425x668×25mm series 4a* (min 5pcs),SPP040451200,,3.1,45.00,1.1461,51.57,52,,,"45W-12V Poly 425x668×25mm series 4a* (min 5pcs) SPP040451200 √ 36 3,1 € 45,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,25,SOLAR PANELS,,130W-12V Poly 1200x668x30mm series 4a (min 4pcs),SPP041301200,,9.0,79.00,1.1461,90.54,91,,,"130W-12V Poly 1200x668x30mm series 4a (min 4pcs) SPP041301200 √ 37 9,0 € 79,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,26,SOLAR PANELS,,175W-12V Poly 1485x668×30mm series 4a (min 4pcs),SPP041751200,,11.0,96.00,1.1461,110.03,110,,,"Polycrystalline panel 175W-12V Poly 1485x668×30mm series 4a (min 4pcs) SPP041751200 √ 36 11 € 96,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,27,SOLAR PANELS,,280W-20V Poly 1650x992x35mm series 4a (min 4pcs),SPP042802000,,18.0,131.00,1.1461,150.14,150,,,"280W-20V Poly 1650x992x35mm series 4a (min 4pcs) SPP042802000 √ 60 18 € 131,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,28,SOLAR PANELS,,330W-24V Poly 1980x1002x40mm series 4b (min 4pcs),SPP043302402,,23.0,143.00,1.1461,163.89,164,,,"330W-24V Poly 1980x1002x40mm series 4b (min 4pcs) SPP043302402 √ 72 23 € 143,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,29,SOLAR PANELS,,330W-24V Poly 1980x1002x40mm series 4b (min 4pcs),SPP043302402,,23.0,143.00,1.1461,163.89,164,,,"330W-24V Poly 1980x1002x40mm series 4b (min 4pcs) SPP043302402 √ 72 23 € 143,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,37,SOLAR CABLES,,SolarSense 750 (solar irradiance sensor),SLS300175100,,0.1,86.00,1.1461,98.56,99,,yes,"SolarSense 750 (solar irradiance sensor) SLS300175100 √  0,1 € 86,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,42,SOLAR CABLES,Solar Cable (4 mm²) with pre-assembled male and female MC4 (PV-ST01) connectors,Length 1 m,SCA000100000,,,7.00,1.1461,8.02,8,,,"Length 1 m SCA000100000 √ € 7,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,43,SOLAR CABLES,Solar Cable (4 mm²) with pre-assembled male and female MC4 (PV-ST01) connectors,Length 3 m,SCA000300000,,,11.00,1.1461,12.61,13,,,"Length 3 m SCA000300000 √ € 11,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,44,SOLAR CABLES,Solar Cable (4 mm²) with pre-assembled male and female MC4 (PV-ST01) connectors,Length 5 m,SCA000500000,,,16.00,1.1461,18.34,18,,,"Length 5 m SCA000500000 √ € 16,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,47,SOLAR CABLES,Solar Cable (6 mm²) with pre-assembled male and female MC4 (PV-ST01) connectors,Length 1 m,SCA000100100,,,9.00,1.1461,10.31,10,,,"Solar splitter pair MC4-Y Length 1 m SCA000100100 √ € 9,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,48,SOLAR CABLES,Solar Cable (6 mm²) with pre-assembled male and female MC4 (PV-ST01) connectors,Length 3 m,SCA000300100,,,13.00,1.1461,14.90,15,,,"Length 3 m SCA000300100 √ € 13,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,49,SOLAR CABLES,Solar Cable (6 mm²) with pre-assembled male and female MC4 (PV-ST01) connectors,Length 5 m,SCA000500100,,,20.00,1.1461,22.92,23,,,"Length 5 m SCA000500100 √ € 20,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,16,50,SOLAR CABLES,Solar Cable (6 mm²) with pre-assembled male and female MC4 (PV-ST01) connectors,Length 10 m,SCA001000100,,,43.00,1.1461,49.28,49,,,"Length 10 m SCA001000100 √ € 43,00"
