source_pricelist,source_page,source_line,section,context,product_name,article_number,dimensions_mm,weight_kg,price_eur_ex_vat,eur_usd_rate,price_usd_ex_vat,price_usd_rounded,retail_suffix_note,new_product_marker,raw_line
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,29,DC-DC CONVERTERS,Not isolated,Orion 24/12-80,ORI241280020,65 x 88 x 195,0.9,126.00,1.1461,144.41,144,,,"Orion 24/12-80 ORI241280020 65 x 88 x 195 √ 0,9 € 126,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,30,DC-DC CONVERTERS,Not isolated,Orion 24/12-80 with binding posts,ORI241280030,65 x 88 x 195,0.9,126.00,1.1461,144.41,144,,,"Orion 24/12-80 with binding posts ORI241280030 65 x 88 x 195 √ 0,9 € 126,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,31,DC-DC CONVERTERS,Not isolated,Orion 48/12-60,ORI481260020,65 x 88 x 195,0.9,138.00,1.1461,158.16,158,,,"Orion 48/12-60 ORI481260020 65 x 88 x 195 √ 0,9 € 138,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,32,DC-DC CONVERTERS,Not isolated,Orion 12/24-8,ORI122408020,45 x 90 x 115,0.3,57.00,1.1461,65.33,65,,,"Orion 12/24-8 ORI122408020 45 x 90 x 115 √ 0,3 € 57,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,33,DC-DC CONVERTERS,Not isolated,Orion 12/24-10,ORI122410020,45 x 90 x 125,0.4,66.00,1.1461,75.64,76,,,"Orion 24/12-70 Orion 12/24-10 ORI122410020 45 x 90 x 125 √ 0,4 € 66,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,34,DC-DC CONVERTERS,Not isolated,Orion 12/24-20,ORI122420020,65 x 88 x 195,0.9,122.00,1.1461,139.82,140,,,"with binding posts Orion 12/24-20 ORI122420020 65 x 88 x 195 √ 0,9 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,35,DC-DC CONVERTERS,Not isolated,25A Buck-Boost DC-DC converter,ORI303025000,165 x 120 x 30,0.9,578.00,1.1461,662.45,662,,,"25A Buck-Boost DC-DC converter ORI303025000 165 x 120 x 30 √ 0,9 € 578,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,36,DC-DC CONVERTERS,Not isolated,50A Buck-Boost DC-DC converter,ORI303050000,213 x 120 x 30,1.1,718.00,1.1461,822.90,823,,,"50A Buck-Boost DC-DC converter ORI303050000 213 x 120 x 30 √ 1,1 € 718,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,37,DC-DC CONVERTERS,Not isolated,100A Buck-Boost DC-DC converter,ORI303100000,288 x 162 x 50,4.0,1256.00,1.1461,1439.50,1440,,,"100A Buck-Boost DC-DC converter ORI303100000 288 x 162 x 50 √ 4,0 € 1.256,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,38,DC-DC CONVERTERS,Not isolated,CAN-bus Temp. sensor for Buck-Boost DC-DC converter,ASS000200100,58 x 40 x 16,0.0,140.00,1.1461,160.45,160,,,"CAN-bus Temp. sensor for Buck-Boost DC-DC converter ASS000200100 58 x 40 x 16 √ 0,0 € 140,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,39,DC-DC CONVERTERS,Not isolated,Orion-Tr Smart 12/12-30A Non-isolated DC-DC ch.,ORI121236140,130 x 186 x 80,1.8,230.00,1.1461,263.60,264,,,"Orion-Tr Smart 12/12-30A Non-isolated DC-DC ch. ORI121236140 130 x 186 x 80 √ 1,8 € 230,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,40,DC-DC CONVERTERS,Not isolated,Orion-Tr Smart 12/24-15A Non-isolated DC-DC ch.,ORI122436140,130 x 186 x 80,1.8,230.00,1.1461,263.60,264,,,"Orion-Tr Smart 12/24-15A Non-isolated DC-DC ch. ORI122436140 130 x 186 x 80 √ 1,8 € 230,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,41,DC-DC CONVERTERS,Not isolated,Orion-Tr Smart 24/12-30A Non-isolated DC-DC ch.,ORI241236140,130 x 186 x 80,1.8,230.00,1.1461,263.60,264,,,"50A Buck-Boost converter Orion-Tr Smart 24/12-30A Non-isolated DC-DC ch. ORI241236140 130 x 186 x 80 √ 1,8 € 230,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,42,DC-DC CONVERTERS,Not isolated,Orion-Tr Smart 24/24-17A Non-isolated DC-DC ch.,ORI242440140,130 x 186 x 80,1.6,230.00,1.1461,263.60,264,,,"Orion-Tr Smart 24/24-17A Non-isolated DC-DC ch. ORI242440140 130 x 186 x 80 √ 1,6 € 230,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,43,DC-DC CONVERTERS,Not isolated,Orion XS 12/12-50A DC-DC battery charger,ORI121217050,138 x 123 x 40,0.3,332.00,1.1461,380.51,381,,,"Orion XS 12/12-50A DC-DC battery charger ORI121217050 138 x 123 x 40 √ 0,3 € 332,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,44,DC-DC CONVERTERS,Not isolated,Orion XS 1400 DC-DC battery charger,ORI242417040,138 x 123 x 40,0.6,380.00,1.1461,435.52,436,,,"Orion XS 1400 DC-DC battery charger ORI242417040 138 x 123 x 40 √ 0,6 € 380,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,47,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 12/12-9A (110W),ORI121210110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,Also available with R retail packaging suffix,,"Orion-Tr 12/12-9A (110W) ORI121210110 (R) 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,48,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 12/12-18A (220W),ORI121222110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 12/12-18A (220W) ORI121222110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,49,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 12/12-30A (360W),ORI121240110,130 x 186 x 80,1.8,215.00,1.1461,246.41,246,,,"Orion-Tr 12/24-5A Orion-Tr 12/12-30A (360W) ORI121240110 130 x 186 x 80 √ 1,8 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,50,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 12/24-5A (120W),ORI122410110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,,,"Orion-Tr 12/24-5A (120W) ORI122410110 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,51,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 12/24-10A (240W),ORI122424110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 12/24-10A (240W) ORI122424110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,52,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 12/24-15A (360W),ORI122441110,130 x 186 x 80,1.8,215.00,1.1461,246.41,246,,,"Orion-Tr 12/24-15A (360W) ORI122441110 130 x 186 x 80 √ 1,8 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,53,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 12/48-8A (380W),ORI124838110,130 x 186 x 80,1.8,215.00,1.1461,246.41,246,,,"Orion-Tr 12/48-8A (380W) ORI124838110 130 x 186 x 80 √ 1,8 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,54,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 12/12-18A Isolated DC-DC charger,ORI121222120,130 x 186 x 70,1.3,171.00,1.1461,195.98,196,,,"Orion-Tr Smart 12/12-18A Isolated DC-DC charger ORI121222120 130 x 186 x 70 √ 1,3 € 171,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,55,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 12/12-30A Isolated DC-DC charger,ORI121236120,130 x 186 x 80,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 12/12-30A Isolated DC-DC charger ORI121236120 130 x 186 x 80 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,56,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 12/24-10A Isolated DC-DC charger,ORI122424120,130 x 186 x 70,1.3,171.00,1.1461,195.98,196,,,"Orion-Tr Smart 12/24-10A Isolated DC-DC charger ORI122424120 130 x 186 x 70 √ 1,3 € 171,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,57,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 12/24-15A Isolated DC-DC charger,ORI122436120,130 x 186 x 80,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 12/24-15A Isolated DC-DC charger ORI122436120 130 x 186 x 80 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,58,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 12/48-8A Isolated DC-DC charger,ORI124838120,130 x 186 x 80,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 12/48-8A Isolated DC-DC charger ORI124838120 130 x 186 x 80 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,59,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/12-9A (110W),ORI241210110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,Also available with R retail packaging suffix,,"Orion-Tr Smart 12/12-30A Orion-Tr 24/12-9A (110W) ORI241210110 (R) 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,60,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/12-20A (240W),ORI241224110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"(360W) Orion-Tr 24/12-20A (240W) ORI241224110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,61,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/12-30A (360W),ORI241240110,130 x 186 x 80,1.8,215.00,1.1461,246.41,246,,,"Orion-Tr 24/12-30A (360W) ORI241240110 130 x 186 x 80 √ 1,8 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,62,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/24-5A (120W),ORI242410110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,Also available with R retail packaging suffix,,"Orion-Tr 24/24-5A (120W) ORI242410110 (R) 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,63,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/24-12A (280W),ORI242428110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 24/24-12A (280W) ORI242428110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,64,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/24-17A (400W),ORI242441110,130 x 186 x 70,1.6,215.00,1.1461,246.41,246,,,"Orion-Tr 24/24-17A (400W) ORI242441110 130 x 186 x 70 √ 1,6 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,65,DC-DC CONVERTERS,With galvanic isolation,"Orion-Tr 24/48-2,5A (120W)",ORI244810110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,,,"Orion-Tr 24/48-2,5A (120W) ORI244810110 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,66,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/48-6A (280W),ORI244828110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 24/48-6A (280W) ORI244828110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,67,DC-DC CONVERTERS,With galvanic isolation,"Orion-Tr 24/48-8,5A (400W)",ORI244841110,130 x 186 x 70,1.6,215.00,1.1461,246.41,246,,,"Orion-Tr 24/48-8,5A (400W) ORI244841110 130 x 186 x 70 √ 1,6 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,68,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/12-20A Isolated DC-DC charger,ORI241224120,130 x 186 x 70,1.3,171.00,1.1461,195.98,196,,,"Orion-Tr Smart 24/12-20A Isolated DC-DC charger ORI241224120 130 x 186 x 70 √ 1,3 € 171,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,69,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/12-30A Isolated DC-DC charger,ORI241236120,130 x 186 x 80,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 24/12-30A Isolated DC-DC charger ORI241236120 130 x 186 x 80 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,70,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/24-12A Isolated DC-DC charger,ORI242428120,130 x 186 x 70,1.3,171.00,1.1461,195.98,196,,,"Orion-Tr 24/12-20A Orion-Tr Smart 24/24-12A Isolated DC-DC charger ORI242428120 130 x 186 x 70 √ 1,3 € 171,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,71,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/24-17A Isolated DC-DC charger,ORI242440120,130 x 186 x 70,1.6,261.00,1.1461,299.13,299,,,"(240W) Orion-Tr Smart 24/24-17A Isolated DC-DC charger ORI242440120 130 x 186 x 70 √ 1,6 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,72,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/48-8.5A Isolated DC-DC charger,ORI244840120,130 x 186 x 70,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 24/48-8.5A Isolated DC-DC charger ORI244840120 130 x 186 x 70 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,73,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/12-9A (110W),ORI241210110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,Also available with R retail packaging suffix,,"Orion-Tr 24/12-9A (110W) ORI241210110 (R) 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,74,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/12-20A (240W),ORI241224110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 24/12-20A (240W) ORI241224110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,75,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/12-30A (360W),ORI241240110,130 x 186 x 80,1.8,215.00,1.1461,246.41,246,,,"Orion-Tr 24/12-30A (360W) ORI241240110 130 x 186 x 80 √ 1,8 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,76,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/24-5A (120W),ORI242410110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,Also available with R retail packaging suffix,,"Orion-Tr 24/24-5A (120W) ORI242410110 (R) 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,77,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/24-12A (280W),ORI242428110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 24/24-12A (280W) ORI242428110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,78,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/24-17A (400W),ORI242441110,130 x 186 x 70,1.6,215.00,1.1461,246.41,246,,,"Orion-Tr 24/24-17A (400W) ORI242441110 130 x 186 x 70 √ 1,6 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,79,DC-DC CONVERTERS,With galvanic isolation,"Orion-Tr 24/48-2,5A (120W)",ORI244810110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,,,"Orion-Tr 24/48-2,5A (120W) ORI244810110 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,80,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 24/48-6A (280W),ORI244828110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 24/48-6A (280W) ORI244828110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,81,DC-DC CONVERTERS,With galvanic isolation,"Orion-Tr 24/48-8,5A (400W)",ORI244841110,130 x 186 x 70,1.6,215.00,1.1461,246.41,246,,,"Orion-Tr 24/48-8,5A (400W) ORI244841110 130 x 186 x 70 √ 1,6 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,82,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/12-20A Isolated DC-DC charger,ORI241224120,130 x 186 x 70,1.3,171.00,1.1461,195.98,196,,,"Orion-Tr Smart 24/12-20A Isolated DC-DC charger ORI241224120 130 x 186 x 70 √ 1,3 € 171,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,83,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/12-30A Isolated DC-DC charger,ORI241236120,130 x 186 x 80,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 24/12-30A Isolated DC-DC charger ORI241236120 130 x 186 x 80 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,84,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/24-12A Isolated DC-DC charger,ORI242428120,130 x 186 x 70,1.3,171.00,1.1461,195.98,196,,,"Orion-Tr Smart 24/24-12A Isolated DC-DC charger ORI242428120 130 x 186 x 70 √ 1,3 € 171,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,85,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/24-17A Isolated DC-DC charger,ORI242440120,130 x 186 x 70,1.6,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 24/24-17A Isolated DC-DC charger ORI242440120 130 x 186 x 70 √ 1,6 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,86,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 24/48-8.5A Isolated DC-DC charger,ORI244840120,130 x 186 x 70,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 24/48-8.5A Isolated DC-DC charger ORI244840120 130 x 186 x 70 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,87,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 48/12-9A (110W),ORI481210110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,,,"Orion-Tr 48/12-9A (110W) ORI481210110 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,88,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 48/12-20A (240W),ORI481224110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 48/12-20A (240W) ORI481224110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,89,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 48/12-30A (360W),ORI481240110,130 x 186 x 80,1.8,215.00,1.1461,246.41,246,,,"Orion-Tr 48/12-30A (360W) ORI481240110 130 x 186 x 80 √ 1,8 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,90,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 48/24-5A (120W),ORI482410110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,,,"Orion-Tr 48/24-5A (120W) ORI482410110 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,91,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 48/24-12A (280W),ORI482428110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 48/24-12A (280W) ORI482428110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,92,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 48/24-16A (380W),ORI482441110,130 x 186 x 70,1.6,215.00,1.1461,246.41,246,,,"Orion-Tr 48/24-16A (380W) ORI482441110 130 x 186 x 70 √ 1,6 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,93,DC-DC CONVERTERS,With galvanic isolation,"Orion-Tr 48/48-2,5A (120W)",ORI484810110,100 x 113 x 47,0.6,68.00,1.1461,77.93,78,,,"Orion-Tr 48/48-2,5A (120W) ORI484810110 100 x 113 x 47 √ 0,6 € 68,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,94,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 48/48-6A (280W),ORI484828110,130 x 186 x 70,1.3,122.00,1.1461,139.82,140,,,"Orion-Tr 48/48-6A (280W) ORI484828110 130 x 186 x 70 √ 1,3 € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,95,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr 48/48-8A (380W),ORI484841110,130 x 186 x 70,1.6,215.00,1.1461,246.41,246,,,"Orion-Tr 48/48-8A (380W) ORI484841110 130 x 186 x 70 √ 1,6 € 215,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,96,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 48/12-20A Isolated DC-DC charger,ORI481224120,130 x 186 x 70,1.2,171.00,1.1461,195.98,196,,,"Orion-Tr Smart 48/12-20A Isolated DC-DC charger ORI481224120 130 x 186 x 70 √ 1,2 € 171,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,97,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 48/12-30A Isolated DC-DC charger,ORI481238120,130 x 186 x 70,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 48/12-30A Isolated DC-DC charger ORI481238120 130 x 186 x 70 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,98,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 48/24-16A Isolated DC-DC charger,ORI482438120,130 x 186 x 70,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 48/24-16A Isolated DC-DC charger ORI482438120 130 x 186 x 70 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,99,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Smart 48/48-8A Isolated DC-DC charger,ORI484838120,130 x 186 x 70,1.8,261.00,1.1461,299.13,299,,,"Orion-Tr Smart 48/48-8A Isolated DC-DC charger ORI484838120 130 x 186 x 70 √ 1,8 € 261,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,100,DC-DC CONVERTERS,With galvanic isolation,Orion 110/12-30A (360W),ORI110123610,64 x 163 x 160,1.4,390.00,1.1461,446.98,447,,,"Orion 110/12-30A (360W) ORI110123610 64 x 163 x 160 √ 1,4 € 390,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,101,DC-DC CONVERTERS,With galvanic isolation,Orion 110/24-15A (360W),ORI110243610,64 x 163 x 160,1.4,390.00,1.1461,446.98,447,,,"Orion 110/24-15A (360W) ORI110243610 64 x 163 x 160 √ 1,4 € 390,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,102,DC-DC CONVERTERS,With galvanic isolation,Orion-Tr Isolated DC-DC Charger remote cable,ASS070300100,,,20.00,1.1461,22.92,23,,,"Orion-Tr Isolated DC-DC Charger remote cable ASS070300100 √ € 20,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,7,AUTOMATIC TRANSFER SWITCHES,,Filax-2 230V/50Hz-240V/60Hz,SDFI0000000,120 x 255 x 75,0.8,276.00,1.1461,316.32,316,,,"Filax-2 230V/50Hz-240V/60Hz SDFI0000000 120 x 255 x 75 √ 0,8 € 276,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,8,AUTOMATIC TRANSFER SWITCHES,,Filax-2 110V/50Hz-120V/60Hz,SDFI0000110,120 x 255 x 75,0.8,276.00,1.1461,316.32,316,,,"Filax-2 110V/50Hz-120V/60Hz SDFI0000110 120 x 255 x 75 √ 0,8 € 276,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,9,AUTOMATIC TRANSFER SWITCHES,,VE Transfer Switch 5kVA/230V,COS230502100,175 x 215 x 120,1.4,330.00,1.1461,378.21,378,,,"VE Transfer Switch 5kVA/230V COS230502100 175 x 215 x 120 √ 1,4 € 330,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,10,AUTOMATIC TRANSFER SWITCHES,,VE Transfer Switch 10kVA/230V,COS230103100,175 x 215 x 120,1.5,409.00,1.1461,468.75,469,,,"VE Transfer Switch 10kVA/230V COS230103100 175 x 215 x 120 √ 1,5 € 409,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,19,LYNX and DC distribution,,Lynx Power In (M10),LYN020102010,170 x 290 x 80,2.1,150.00,1.1461,171.91,172,,,"Lynx Power In (M10) LYN020102010 170 x 290 x 80 √ 2,1 € 150,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,20,LYNX and DC distribution,,Lynx Class-T Power In (M10),LYN060404010,170 x 280 x 97,2.1,181.00,1.1461,207.44,207,,,"Lynx Class-T Power In (M10) LYN060404010 170 x 280 x 97 √ 2,1 € 181,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,21,LYNX and DC distribution,,Lynx Smart BMS 500 (M8),LYN034160200,170 x 186 x 80,2.2,697.00,1.1461,798.83,799,,,"Lynx Smart BMS 500 (M8) LYN034160200 170 x 186 x 80 √ 2,2 € 697,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,22,LYNX and DC distribution,,Lynx Smart BMS 500 (M10),LYN034160210,170 x 186 x 80,2.2,729.00,1.1461,835.51,836,,,"Lynx Smart BMS 500 (M10) LYN034160210 170 x 186 x 80 √ 2,2 € 729,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,23,LYNX and DC distribution,,Lynx Smart BMS 500 NG (M10),LYN034160310,170 x 186 x 80,2.2,729.00,1.1461,835.51,836,,,"Lynx Smart BMS 500 NG (M10) LYN034160310 170 x 186 x 80 √ 2,2 € 729,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,24,LYNX and DC distribution,,Lynx Smart BMS 1000 (M10),LYN034170210,170 x 186 x 80,2.5,971.00,1.1461,1112.86,1113,,,"Lynx Power In Lynx Smart BMS 1000 (M10) LYN034170210 170 x 186 x 80 √ 2,5 € 971,00"
